name,prefix,suffix,long,lat,level,id,huyen_id
Xã Phổ Cường,Xã,Phổ Cường,108.980634,14.770525,3,264250,2106
Xã Đồng Văn,Xã,Đồng Văn,107.541683,21.588455,3,264251,2107
Xã Gia Hòa 2,Xã,Gia Hòa 2,105.80441,9.41043,3,264253,2109
Xã Chiềng En,Xã,Chiềng En,103.513495,21.192978,3,264254,2110
Xã Tân Đông,Xã,Tân Đông,106.218437,11.666948,3,264255,2111
Xã Dũng Nghĩa,Xã,Dũng Nghĩa,106.239476,20.452532,3,264256,2112
Xã Động Đạt,Xã,Động Đạt,105.711966,21.763765,3,264257,2113
Xã Hoằng Đạo,Xã,Hoằng Đạo,105.862661,19.850076,3,264258,2114
Xã Phú Diên,Xã,Phú Diên,107.750441,16.491155,3,264259,2115
Xã Bình Tân,Xã,Bình Tân,106.660674,10.334449,3,264260,2116
Xã Đại An,Xã,Đại An,106.30359,9.636313,3,264261,2117
Xã Hiếu Phụng,Xã,Hiếu Phụng,106.118846,10.083892,3,264263,2119
Xã Đồng Cương,Xã,Đồng Cương,105.588422,21.278658,3,264264,2120
Xã Châu Quế Hạ,Xã,Châu Quế Hạ,104.497409,22.03639,3,264265,2121
Phường Quảng An,Phường,Quảng An,105.826085,21.06852,3,264459,2315
Phường Long Thạnh Mỹ,Phường,Long Thạnh Mỹ,106.828671,10.842807,3,264460,2316
Xã An Thắng,Xã,An Thắng,106.569304,20.822093,3,264461,2317
Xã Đông Thuận,Xã,Đông Thuận,105.4781,10.021916,3,264463,2319
Xã An Bình,Xã,An Bình,105.168686,10.29594,3,264464,2320
Xã Đồng Phúc,Xã,Đồng Phúc,106.280341,21.155524,3,264467,2323
Xã Nhuận Phú Tân,Xã,Nhuận Phú Tân,106.243704,10.124064,3,264470,2326
Xã Lạc An,Xã,Lạc An,106.928567,11.06265,3,264471,2327
Xã Phước Hiệp,Xã,Phước Hiệp,109.171667,13.866059,3,264472,2328
Xã Minh Đức,Xã,Minh Đức,106.57795,11.596292,3,264473,2329
Xã Đức Bình,Xã,Đức Bình,107.723598,11.095086,3,264474,2330
Xã Khánh Hội,Xã,Khánh Hội,104.828318,9.342544,3,264475,2331
Xã Chí Thảo,Xã,Chí Thảo,106.467088,22.670304,3,264476,2332
Xã Dray Sáp,Xã,Dray Sáp,107.983869,12.564013,3,264477,2333
Xã Mường Báng,Xã,Mường Báng,103.348711,21.853092,3,264479,2335
Xã Bàu Hàm,Xã,Bàu Hàm,107.107637,10.978613,3,264480,2336
Xã Tân Công Chí,Xã,Tân Công Chí,105.403697,10.860624,3,264481,2337
Xã Đắk Smar,Xã,Đắk Smar,108.587665,14.1661,3,264482,2338
Xã Cao Bồ,Xã,Cao Bồ,104.920954,22.747286,3,264483,2339
Xã Cương Gián,Xã,Cương Gián,105.830512,18.57419,3,264485,2341
Xã Đông Xuyên,Xã,Đông Xuyên,106.350326,20.75925,3,264486,2342
Xã Đồng Chum,Xã,Đồng Chum,104.962119,20.97548,3,264488,2344
Xã Đình Dù,Xã,Đình Dù,105.997275,20.9705,3,264489,2345
Xã Vạn Hưng,Xã,Vạn Hưng,109.188891,12.632862,3,264490,2346
Xã Dương Hòa,Xã,Dương Hòa,104.533947,10.303842,3,264491,2347
Xã Đắk Rơ Ông,Xã,Đắk Rơ Ông,107.865915,14.867714,3,264492,2348
Xã Đạ Lây,Xã,Đạ Lây,107.429418,11.535223,3,264494,2350
Xã Chi Lăng,Xã,Chi Lăng,106.465559,22.266573,3,264495,2351
Xã Dương Quỳ,Xã,Dương Quỳ,104.144841,22.055311,3,264496,2352
Xã Bình Hòa Nam,Xã,Bình Hòa Nam,106.366999,10.809079,3,264497,2353
Xã Xuân Châu,Xã,Xuân Châu,106.339234,20.366553,3,264498,2354
Xã Bảo Thắng,Xã,Bảo Thắng,104.397975,19.396299,3,264499,2355
Xã Dị Nậu,Xã,Dị Nậu,105.267043,21.249017,3,264502,2358
Xã An Dân,Xã,An Dân,109.211434,13.329957,3,264503,2359
Xã Trà Leng,Xã,Trà Leng,108.014396,15.273238,3,264505,2361
Xã Sơn Cao,Xã,Sơn Cao,108.543411,14.973968,3,264506,2362
Xã Phú Hải,Xã,Phú Hải,107.760903,21.442974,3,264507,2363
Xã Triệu Đại,Xã,Triệu Đại,107.186112,16.821324,3,264508,2364
Xã Lâm Kiết,Xã,Lâm Kiết,105.815582,9.508207,3,264509,2365
Xã Mường Và,Xã,Mường Và,103.616534,20.896944,3,264510,2366
Xã Bình Thạnh,Xã,Bình Thạnh,106.228586,11.024056,3,264511,2367
Xã Dân Tiến,Xã,Dân Tiến,106.130873,21.667983,3,264513,2369
Xã Giao Thiện,Xã,Giao Thiện,105.247105,20.033201,3,264514,2370
Xã Quảng Lợi,Xã,Quảng Lợi,107.464254,16.614759,3,264515,2371
Xã Phú Mỹ,Xã,Phú Mỹ,106.332224,10.542713,3,264516,2372
Xã Long Khánh,Xã,Long Khánh,106.436374,9.604361,3,264517,2373
Xã Đôn Nhân,Xã,Đôn Nhân,105.355366,21.432709,3,264520,2376
Xã Bảo Ái,Xã,Bảo Ái,104.838372,21.884696,3,264521,2377
Phường Khương Trung,Phường,Khương Trung,105.816528,20.9948,3,264715,2571
Phường 12,Phường,12,106.669438,10.772154,3,264716,2572
Xã Gia Luận,Xã,Gia Luận,106.980939,20.852366,3,264717,2573
Xã An Cư,Xã,An Cư,104.978702,10.549177,3,264720,2576
Xã Canh Hòa,Xã,Canh Hòa,109.011814,13.563846,3,264728,2584
Xã Đắk Ơ,Xã,Đắk Ơ,107.07702,12.039149,3,264729,2585
Xã Chí Công,Xã,Chí Công,108.616646,11.181823,3,264730,2586
Xã Đức Long,Xã,Đức Long,106.493307,22.445426,3,264732,2588
Xã Cư Pui,Xã,Cư Pui,108.50228,12.50918,3,264733,2589
Xã Hiếu Liêm,Xã,Hiếu Liêm,106.980209,11.111291,3,264736,2592
Xã Hòa Bình,Xã,Hòa Bình,105.647664,10.780587,3,264737,2593
Xã Chư Krey,Xã,Chư Krey,108.431616,13.91823,3,264738,2594
Xã Chế Là,Xã,Chế Là,104.496019,22.640003,3,264739,2595
Xã Hồng Lạc,Xã,Hồng Lạc,106.404473,20.959499,3,264742,2598
Xã Do Nhân,Xã,Do Nhân,105.243163,20.55936,3,264744,2600
Xã Hoàn Long,Xã,Hoàn Long,105.979514,20.902159,3,264745,2601
Xã Nam Du,Xã,Nam Du,104.399916,9.63542,3,264747,2603
Xã Đạ Rsal,Xã,Đạ Rsal,108.136026,12.178791,3,264750,2606
Xã Gia Miễn,Xã,Gia Miễn,106.510527,22.032522,3,264751,2607
Xã Hưng Hà,Xã,Hưng Hà,105.664648,10.925533,3,264753,2609
Xã Yên Chính,Xã,Yên Chính,105.975041,20.367644,3,264754,2610
Xã Khánh Sơn,Xã,Khánh Sơn,105.555496,18.602357,3,264755,2611
Xã Đỗ Sơn,Xã,Đỗ Sơn,105.190504,21.374844,3,264758,2614
Xã Ba,Xã,Ba,107.921761,15.960623,3,264761,2617
Xã Sơn Liên,Xã,Sơn Liên,108.297455,14.982279,3,264762,2618
Xã Đồng Lâm,Xã,Đồng Lâm,106.970403,21.110033,3,264763,2619
Xã Vĩnh Chấp,Xã,Vĩnh Chấp,106.973574,17.106208,3,264764,2620
Xã Lịch Hội Thượng,Xã,Lịch Hội Thượng,106.1529,9.455511,3,264765,2621
Xã Bon Phặng,Xã,Bon Phặng,103.802759,21.359525,3,264766,2622
Xã Nhi Sơn,Xã,Nhi Sơn,104.657708,20.478328,3,264770,2626
Xã Tân Phú,Xã,Tân Phú,106.587858,10.27944,3,264772,2628
Phường Liên Mạc,Phường,Liên Mạc,105.752868,21.084711,3,264971,2827
Phường 12,Phường,12,106.6524,10.761401,3,264972,2828
Xã Đại Hợp,Xã,Đại Hợp,106.724859,20.70879,3,264973,2829
Xã Châu Lăng,Xã,Châu Lăng,105.000768,10.437015,3,264976,2832
Xã Vĩnh Hòa,Xã,Vĩnh Hòa,108.837607,14.034448,3,264984,2840
Xã Long Bình,Xã,Long Bình,106.798193,11.79547,3,264985,2841
Xã Cần Yên,Xã,Cần Yên,105.926364,22.895987,3,264988,2844
Xã Ea Ngai,Xã,Ea Ngai,108.20207,12.912147,3,264989,2845
Xã Suối Cao,Xã,Suối Cao,107.391546,10.985312,3,264992,2848
Xã Bình Thành,Xã,Bình Thành,105.540556,10.538813,3,264993,2849
Xã Chư Ngọc,Xã,Chư Ngọc,108.751257,13.151526,3,264994,2850
Xã Du Già,Xã,Du Già,105.222938,22.931184,3,264995,2851
Xã Ngọc Sơn,Xã,Ngọc Sơn,105.755462,18.339297,3,264997,2853
Xã Chi Lăng Nam,Xã,Chi Lăng Nam,106.224036,20.726329,3,264998,2854
Xã Đoàn Kết,Xã,Đoàn Kết,105.68217,20.380447,3,265000,2856
Xã Bãi Thơm,Xã,Bãi Thơm,104.030699,10.412128,3,265003,2859
Xã Ka Đô,Xã,Ka Đô,108.530016,11.757298,3,265006,2862
Xã Đại An,Xã,Đại An,106.57464,21.866125,3,265007,2863
Xã Hậu Thạnh Tây,Xã,Hậu Thạnh Tây,105.834531,10.648402,3,265009,2865
Xã Nghi Diên,Xã,Nghi Diên,105.624806,18.769655,3,265011,2867
Xã Địch Quả,Xã,Địch Quả,105.119444,21.187253,3,265014,2870
Xã Quế Ninh,Xã,Quế Ninh,108.031044,15.69628,3,265017,2873
Xã Tịnh Giang,Xã,Tịnh Giang,108.604618,15.133146,3,265018,2874
Xã Dực Yên,Xã,Dực Yên,107.564495,21.350693,3,265019,2875
Xã Hồ Đắc Kiện,Xã,Hồ Đắc Kiện,105.891,9.715073,3,265021,2877
Xã Chiềng Khoi,Xã,Chiềng Khoi,104.317247,21.02568,3,265022,2878
Xã Nga Bạch,Xã,Nga Bạch,105.970057,19.965447,3,265026,2882
Xã Hội Xuân,Xã,Hội Xuân,106.089376,10.323358,3,265028,2884
Phường Tây Mỗ,Phường,Tây Mỗ,105.74642,21.00213,3,265227,3083
Phường Tân Chánh Hiệp,Phường,Tân Chánh Hiệp,106.626637,10.867141,3,265228,3084
Xã Lưu Ngọc,Xã,Lưu Ngọc,106.280733,22.812039,3,265244,3100
Xã Ea Dăh,Xã,Ea Dăh,108.42246,12.924235,3,265245,3101
Xã Láng Biển,Xã,Láng Biển,105.801332,10.484196,3,265249,3105
Xã Đak Jơ Ta,Xã,Đak Jơ Ta,108.313432,14.106379,3,265250,3106
Xã Đức Giang,Xã,Đức Giang,105.53973,18.453989,3,265253,3109
Xã Cộng Lạc,Xã,Cộng Lạc,106.450205,20.785457,3,265254,3110
Xã Tân Hiệp B,Xã,Tân Hiệp B,105.283264,10.118721,3,265259,3115
Xã Đa Quyn,Xã,Đa Quyn,108.519322,11.582611,3,265262,3118
Xã Bình Tịnh,Xã,Bình Tịnh,106.494795,10.52106,3,265265,3121
Xã Nghĩa Hiếu,Xã,Nghĩa Hiếu,105.341971,19.332142,3,265267,3123
Xã Đoan Hạ,Xã,Đoan Hạ,105.295707,21.141552,3,265270,3126
Xã Tam Giang,Xã,Tam Giang,108.669102,15.448954,3,265273,3129
Xã Trà Phong,Xã,Trà Phong,108.354489,15.165097,3,265274,3130
Xã Liên Hòa,Xã,Liên Hòa,104.868992,20.988612,3,265278,3134
Xã Đồng Thịnh,Xã,Đồng Thịnh,105.426522,20.118463,3,265282,3138
Phường Quang Trung,Phường,Quang Trung,105.50626,21.13598,3,265483,3339
Phường Bình Hưng Hòa A,Phường,Bình Hưng Hòa A,106.615912,10.783336,3,265484,3340
Xã An Sơn,Xã,An Sơn,106.573831,20.986262,3,265485,3341
Xã Chí Viễn,Xã,Chí Viễn,106.61663,22.818987,3,265500,3356
Xã Ea Kly,Xã,Ea Kly,108.421515,12.748719,3,265501,3357
Xã Đăk Sơmei,Xã,Đăk Sơmei,108.150099,14.161922,3,265506,3362
Xã Kỳ Giang,Xã,Kỳ Giang,106.220467,18.172211,3,265509,3365
Xã Thạnh Yên,Xã,Thạnh Yên,105.126379,9.671685,3,265515,3371
Xã Tân Tây,Xã,Tân Tây,106.257299,10.635811,3,265521,3377
Xã Bồi Sơn,Xã,Bồi Sơn,105.276253,18.943306,3,265523,3379
Xã Hưng Long,Xã,Hưng Long,105.038164,21.361724,3,265526,3382
Xã Phước Đức,Xã,Phước Đức,107.771913,15.421442,3,265529,3385
Xã Nghĩa Hiệp,Xã,Nghĩa Hiệp,108.881027,15.068391,3,265530,3386
Xã Điền Xá,Xã,Điền Xá,107.316646,21.36685,3,265531,3387
Xã Hải Vân,Xã,Hải Vân,105.57564,19.62299,3,265538,3394
Xã Cẩm Lĩnh,Xã,Cẩm Lĩnh,105.370689,21.158128,3,265739,3595
Phường 13,Phường,13,106.702513,10.830276,3,265740,3596
Xã Cấp Tiến,Xã,Cấp Tiến,106.540873,20.70615,3,265741,3597
Xã Buôn Triết,Xã,Buôn Triết,108.075129,12.392111,3,265757,3613
Xã Hà Tam,Xã,Hà Tam,108.446345,13.999629,3,265762,3618
Xã Tân Thuận,Xã,Tân Thuận,105.247215,9.501027,3,265771,3627
Xã Long Thành,Xã,Long Thành,106.301862,10.698565,3,265777,3633
Xã Châu Thôn,Xã,Châu Thôn,104.808081,19.556236,3,265779,3635
Xã Tam Dân,Xã,Tam Dân,108.424077,15.52611,3,265785,3641
Xã Trà Giang,Xã,Trà Giang,108.586448,15.277022,3,265786,3642
Xã Đài Xuyên,Xã,Đài Xuyên,107.454363,21.151738,3,265787,3643
Xã Cát Tân,Xã,Cát Tân,105.396146,19.696272,3,265794,3650
Xã Đồng Lạc,Xã,Đồng Lạc,105.681592,20.816941,3,265995,3851
Phường 12,Phường,12,106.64235,10.840104,3,265996,3852
Xã Cổ Am,Xã,Cổ Am,106.543874,20.635239,3,265997,3853
Xã Cư Prao,Xã,Cư Prao,108.734689,12.908152,3,266013,3869
Xã Ia Dom,Xã,Ia Dom,107.592855,13.781342,3,266018,3874
Xã Vĩnh Điều,Xã,Vĩnh Điều,104.687534,10.525867,3,266027,3883
Xã Thái Bình Trung,Xã,Thái Bình Trung,105.837596,10.919699,3,266033,3889
Xã Châu Hạnh,Xã,Châu Hạnh,105.087801,19.553242,3,266035,3891
Xã Quế An,Xã,Quế An,108.212549,15.654517,3,266041,3897
Xã Công Liêm,Xã,Công Liêm,105.657091,19.564656,3,266050,3906
Xã Cổ Bi,Xã,Cổ Bi,105.941796,21.031178,3,266251,4107
Phường 12,Phường,12,106.678039,10.792029,3,266252,4108
Xã Chư A Thai,Xã,Chư A Thai,108.309571,13.559922,3,266274,4130
Xã Châu Đình,Xã,Châu Đình,105.196733,19.30991,3,266291,4147
Xã A Xan,Xã,A Xan,107.306912,15.832047,3,266297,4153
Xã Đông Hoàng,Xã,Đông Hoàng,105.662272,19.838111,3,266306,4162
Xã Cát Quế,Xã,Cát Quế,105.677634,21.050852,3,266507,4363
Phường 12,Phường,12,106.650132,10.794667,3,266508,4364
Xã Ia Dreng,Xã,Ia Dreng,108.091068,13.590393,3,266530,4386
Xã Quỳnh Bá,Xã,Quỳnh Bá,105.655343,19.135393,3,266547,4403
Xã Bình Đào,Xã,Bình Đào,108.401333,15.759932,3,266553,4409
Xã Hồi Xuân,Xã,Hồi Xuân,105.095096,20.388814,3,266562,4418
Xã Đại Thịnh,Xã,Đại Thịnh,105.717558,21.189735,3,266763,4619
Phường Phú Thọ Hòa,Phường,Phú Thọ Hòa,106.62726,10.786111,3,266764,4620
Xã Hương Sơn,Xã,Hương Sơn,105.18386,19.053309,3,266803,4659
Xã Tiên Cảnh,Xã,Tiên Cảnh,108.296012,15.461746,3,266809,4665
Xã Sơn Điện,Xã,Sơn Điện,104.784164,20.275088,3,266818,4674
Xã An Tiến,Xã,An Tiến,105.745264,20.653598,3,267019,4875
Phường Hiệp Bình Phước,Phường,Hiệp Bình Phước,106.718967,10.8498,3,267020,4876
Xã Hạnh Lâm,Xã,Hạnh Lâm,105.178684,18.813507,3,267059,4915
Xã Quảng Định,Xã,Quảng Định,105.802286,19.749638,3,267074,4930
Xã Hạ Mỗ,Xã,Hạ Mỗ,105.689307,21.110551,3,267275,5131
Xã Bình Hưng,Xã,Bình Hưng,106.677803,10.727765,3,267276,5132
Xã Lưu Kiền,Xã,Lưu Kiền,104.357599,19.274123,3,267315,5171
Xã Thạch Bình,Xã,Thạch Bình,105.623528,20.166853,3,267330,5186
Xã Đại Mạch,Xã,Đại Mạch,105.743607,21.120752,3,267531,5387
Xã Long Hòa,Xã,Long Hòa,106.920421,10.402623,3,267532,5388
Xã Công Thành,Xã,Công Thành,105.443683,18.922772,3,267571,5427
Xã Thiệu Công,Xã,Thiệu Công,105.654579,19.910197,3,267586,5442
Xã Đại Hùng,Xã,Đại Hùng,105.84286,20.659667,3,267787,5643
Xã Bình Mỹ,Xã,Bình Mỹ,106.643824,10.97488,3,267788,5644
Xã Bắc Lương,Xã,Bắc Lương,105.543725,19.919775,3,267842,5698
Xã Châu Can,Xã,Châu Can,105.91437,20.69397,3,268043,5899
Xã Nhị Bình,Xã,Nhị Bình,106.686223,10.905421,3,268044,5900
Xã Luận Thành,Xã,Luận Thành,105.395253,19.808228,3,268098,5954
Xã Hiệp Thuận,Xã,Hiệp Thuận,105.634772,21.071418,3,268299,6155
Xã Nhơn Đức,Xã,Nhơn Đức,106.705262,10.67665,3,268300,6156
Xã Các Sơn,Xã,Các Sơn,105.724953,19.527062,3,268354,6210
Xã Đại Thành,Xã,Đại Thành,105.71171,20.96182,3,268555,6411
Xã Dân Lực,Xã,Dân Lực,105.598992,19.840554,3,268610,6466
Xã Đông Xuân,Xã,Đông Xuân,105.865982,21.213607,3,268811,6667
Xã Vĩnh Hùng,Xã,Vĩnh Hùng,105.702391,20.004132,3,268866,6722
Xã Cẩm Yên,Xã,Cẩm Yên,105.5466,21.08676,3,269067,6923
Xã Định Công,Xã,Định Công,105.738944,19.964192,3,269122,6978
Xã Cao Dương,Xã,Cao Dương,105.764001,20.811302,3,269323,7179
Xã Duyên Hà,Xã,Duyên Hà,105.884198,20.924812,3,269579,7435
Xã Duyên Thái,Xã,Duyên Thái,105.864156,20.896917,3,269835,7691
Phường Kim Mã,Phường,Kim Mã,105.82567,21.031815,3,327947,267
Phường Cô Giang,Phường,Cô Giang,106.692567,10.761072,3,327948,268
Phường Hưng Đạo,Phường,Hưng Đạo,106.677126,20.79408,3,327949,269
Phường Hòa Xuân,Phường,Hòa Xuân,108.213482,15.994593,3,327950,270
Phường Long Tuyền,Phường,Long Tuyền,105.725421,10.033438,3,327951,271
Phường Mỹ Hòa,Phường,Mỹ Hòa,105.419186,10.376261,3,327952,272
Phường 2,Phường,2,107.085633,10.333507,3,327953,273
Phường 7,Phường,7,105.721614,9.29394,3,327954,274
Phường Mỹ Độ,Phường,Mỹ Độ,106.18004,21.273463,3,327955,275
Phường Sông Cầu,Phường,Sông Cầu,105.824117,22.149552,3,327956,276
Phường Khúc Xuyên,Phường,Khúc Xuyên,106.049411,21.18576,3,327957,277
Phường 5,Phường,5,106.368996,10.237317000000001,3,327958,278
Phường Hiệp Thành,Phường,Hiệp Thành,106.655936,10.992859,3,327959,279
Phường Lê Hồng Phong,Phường,Lê Hồng Phong,109.227275,13.77448,3,327960,280
Phường Tân Xuân,Phường,Tân Xuân,106.900684,11.523037,3,327961,281
Phường Hàm Tiến,Phường,Hàm Tiến,108.215647,10.953238,3,327962,282
Phường 6,Phường,6,105.15874,9.173832,3,327963,283
Phường Ngọc Xuân,Phường,Ngọc Xuân,106.252307,22.679957,3,327964,284
Phường Tân Lập,Phường,Tân Lập,108.062933,12.689969,3,327965,285
Phường Nghĩa Trung,Phường,Nghĩa Trung,107.695436,11.999849,3,327966,286
Phường Hố Nai,Phường,Hố Nai,106.878625,10.972378,3,327968,288
Phường 4,Phường,4,105.631274,10.453161,3,327969,289
Phường Hội Phú,Phường,Hội Phú,108.00618,13.95809,3,327970,290
Phường Trần Phú,Phường,Trần Phú,104.988055,22.830356,3,327971,291
Phường Liêm Chính,Phường,Liêm Chính,105.930724,20.542078,3,327972,292
Phường Nguyễn Du,Phường,Nguyễn Du,105.894813,18.348634,3,327973,293
Phường Lê Thanh Nghị,Phường,Lê Thanh Nghị,106.323975,20.928734,3,327974,294
Xã Hiệp Lợi,Xã,Hiệp Lợi,105.79073,9.847164,3,327975,295
Phường Tân Hòa,Phường,Tân Hòa,105.333848,20.848489,3,327976,296
Phường Lê Lợi,Phường,Lê Lợi,106.05734,20.64933,3,327977,297
Phường Phước Long,Phường,Phước Long,109.192911,12.214332,3,327978,298
Phường Vĩnh Hiệp,Phường,Vĩnh Hiệp,105.094323,10.004781,3,327979,299
Phường Quang Trung,Phường,Quang Trung,107.99659,14.361678,3,327980,300
Xã San Thàng,Xã,San Thàng,103.501655,22.392396,3,327981,301
Phường 2,Phường,2,108.435472,11.949215,3,327982,302
Phường Vĩnh Trại,Phường,Vĩnh Trại,106.757574,21.860785,3,327983,303
Phường Duyên Hải,Phường,Duyên Hải,103.963701,22.503708,3,327984,304
Phường 5,Phường,5,106.419098,10.561296,3,327985,305
Phường Lộc Hạ,Phường,Lộc Hạ,106.181423,20.451948,3,327986,306
Phường Hà Huy Tập,Phường,Hà Huy Tập,105.679361,18.690361,3,327987,307
Phường Ninh Khánh,Phường,Ninh Khánh,105.962273,20.278018,3,327988,308
Phường Đông Hải,Phường,Đông Hải,109.027996,11.550264,3,327989,309
Phường Minh Nông,Phường,Minh Nông,105.374733,21.318923,3,327990,310
Phường 5,Phường,5,109.305274,13.091354,3,327991,311
Phường Đồng Sơn,Phường,Đồng Sơn,106.57902,17.447992,3,327992,312
Phường Cửa Đại,Phường,Cửa Đại,108.364111,15.897784,3,327993,313
Phường Nguyễn Nghiêm,Phường,Nguyễn Nghiêm,108.809048,15.12355,3,327994,314
Phường Đại Yên,Phường,Đại Yên,106.922591,20.978664,3,327995,315
Phường 5,Phường,5,107.10182,16.812363,3,327996,316
Phường 4,Phường,4,105.978864,9.603981,3,327997,317
Phường Quyết Tâm,Phường,Quyết Tâm,103.932276,21.305862,3,327998,318
Phường Hiệp Ninh,Phường,Hiệp Ninh,106.12555,11.311906,3,327999,319
Phường Lê Hồng Phong,Phường,Lê Hồng Phong,106.347043,20.450421,3,328000,320
Phường Hương Sơn,Phường,Hương Sơn,105.880337,21.54711,3,328001,321
Phường Đông Hải,Phường,Đông Hải,105.805,19.802883,3,328002,322
Phường Phường Đúc,Phường,Phường Đúc,107.578135,16.455687,3,328003,323
Phường 4,Phường,4,106.358736,10.355852,3,328004,324
Phường 5,Phường,5,106.344745,9.923653,3,328005,325
Phường Phan Thiết,Phường,Phan Thiết,105.203419,21.821216,3,328006,326
Phường 5,Phường,5,105.979107,10.254093,3,328007,327
Phường Liên Bảo,Phường,Liên Bảo,105.604469,21.315504,3,328008,328
Phường Nam Cường,Phường,Nam Cường,104.875616,21.716479,3,328009,329
Phường Nghĩa Tân,Phường,Nghĩa Tân,105.790644,21.046086,3,328203,523
Phường Bình Khánh,Phường,Bình Khánh,106.736851,10.786733,3,328204,524
Phường Đông Hải 2,Phường,Đông Hải 2,106.736811,20.849402,3,328205,525
Phường Hòa Cường Bắc,Phường,Hòa Cường Bắc,108.22178,16.040628,3,328206,526
Phường Phú Thứ,Phường,Phú Thứ,105.798294,10.005655,3,328207,527
Phường Vĩnh Ngươn,Phường,Vĩnh Ngươn,105.11022,10.717509,3,328208,528
Phường Phước Hiệp,Phường,Phước Hiệp,107.170835,10.495925,3,328209,529
Xã Phong Thạnh,Xã,Phong Thạnh,105.427854,9.297827,3,328210,530
Xã Danh Thắng,Xã,Danh Thắng,105.985891,21.326714,3,328211,531
Xã Chu Hương,Xã,Chu Hương,105.822575,22.353894,3,328212,532
Xã Đại Lai,Xã,Đại Lai,106.214388,21.091547,3,328213,533
Xã An Hòa Tây,Xã,An Hòa Tây,106.601827,9.991404,3,328214,534
Phường Thới Hòa,Phường,Thới Hòa,106.641697,11.097212,3,328215,535
Phường Nhơn Thành,Phường,Nhơn Thành,109.075217,13.949054,3,328216,536
Xã Thanh Lương,Xã,Thanh Lương,106.59052,11.71114,3,328217,537
Phường Tân Thiện,Phường,Tân Thiện,107.766982,10.664781,3,328218,538
Xã Hưng Mỹ,Xã,Hưng Mỹ,105.015983,9.030259,3,328219,539
Xã Nam Cao,Xã,Nam Cao,105.422465,22.913315,3,328220,540
Phường Đoàn Kết,Phường,Đoàn Kết,108.254565,12.895323,3,328221,541
Xã Ea Pô,Xã,Ea Pô,107.879192,12.687693,3,328222,542
Phường Xuân Thanh,Phường,Xuân Thanh,107.256234,10.935141,3,328224,544
Phường An Hòa,Phường,An Hòa,105.74597,10.312288,3,328225,545
Phường Ngô Mây,Phường,Ngô Mây,108.678716,13.974477,3,328226,546
Xã Lạc Nông,Xã,Lạc Nông,105.256368,22.758864,3,328227,547
Xã An Ninh,Xã,An Ninh,106.128023,20.515159,3,328228,548
Phường Trung Lương,Phường,Trung Lương,105.690642,18.563129,3,328229,549
Phường Phả Lại,Phường,Phả Lại,106.302839,21.11323,3,328230,550
Phường 7,Phường,7,105.417198,9.753599,3,328231,551
Xã Dũng Phong,Xã,Dũng Phong,105.334733,20.667691,3,328232,552
Xã Nhân Hòa,Xã,Nhân Hòa,106.070063,20.941651,3,328233,553
Phường Cam Nghĩa,Phường,Cam Nghĩa,109.192031,11.988327,3,328234,554
Phường Mỹ Đức,Phường,Mỹ Đức,104.471776,10.412,3,328235,555
Xã Hiếu,Xã,Hiếu,108.398862,14.647207,3,328236,556
Xã Ka Lăng,Xã,Ka Lăng,102.442863,22.625723,3,328237,557
Phường Lộc Sơn,Phường,Lộc Sơn,107.823195,11.535065,3,328238,558
Xã Đồng Ý,Xã,Đồng Ý,106.271962,21.910188,3,328239,559
Xã Bản Phố,Xã,Bản Phố,104.277022,22.547283,3,328240,560
Xã Bình Tân,Xã,Bình Tân,105.901316,10.834106,3,328241,561
Xã Giao An,Xã,Giao An,106.507658,20.25582,3,328242,562
Phường Nghi Thu,Phường,Nghi Thu,105.722458,18.805182,3,328243,563
Phường Trung Sơn,Phường,Trung Sơn,105.9187,20.155192,3,328244,564
Xã Phước Tân,Xã,Phước Tân,108.813475,11.850119,3,328245,565
Phường Trường Thịnh,Phường,Trường Thịnh,105.213229,21.407859,3,328246,566
Xã Hòa Tâm,Xã,Hòa Tâm,109.398892,12.934016,3,328247,567
Phường Quảng Thọ,Phường,Quảng Thọ,106.441868,17.751686,3,328248,568
Phường Hòa Hương,Phường,Hòa Hương,108.505164,15.559446,3,328249,569
Xã Ba Điền,Xã,Ba Điền,108.664614,14.862656,3,328250,570
Phường Ka Long,Phường,Ka Long,107.95914,21.531295,3,328251,571
Xã Hải Lệ,Xã,Hải Lệ,107.148533,16.695866,3,328252,572
Xã Hòa Đông,Xã,Hòa Đông,106.080804,9.413432,3,328253,573
Xã Háng Đồng,Xã,Háng Đồng,104.457488,21.309244,3,328254,574
Xã Long Giang,Xã,Long Giang,106.125206,11.143964,3,328255,575
Xã Chí Hòa,Xã,Chí Hòa,106.232054,20.535725,3,328256,576
Phường Phố Cò,Phường,Phố Cò,105.859872,21.444998,3,328257,577
Phường Ngọc Trạo,Phường,Ngọc Trạo,105.854991,20.085809,3,328258,578
Phường 5,Phường,5,106.671712,10.355233,3,328260,580
Xã Long Toàn,Xã,Long Toàn,106.486115,9.627307,3,328261,581
Xã Hòa An,Xã,Hòa An,105.242959,22.093375,3,328262,582
Xã Đông Thành,Xã,Đông Thành,105.842896,10.024469,3,328263,583
Phường Trưng Trắc,Phường,Trưng Trắc,105.707577,21.239098,3,328264,584
Xã Nghĩa An,Xã,Nghĩa An,104.497321,21.581608,3,328265,585
