name,prefix,suffix,long,lat,level,id,huyen_id
Phường Cống Vị,Phường,Cống Vị,105.808584,21.037668,3,65803,267
Phường Bến Nghé,Phường,Bến Nghé,106.706268,10.782445,3,65804,268
Phường Anh Dũng,Phường,Anh Dũng,106.697511,20.819737,3,65805,269
Phường Hòa An,Phường,Hòa An,108.178294,16.050426,3,65806,270
Phường An Thới,Phường,An Thới,105.76683,10.058633,3,65807,271
Phường Bình Đức,Phường,Bình Đức,105.419645,10.404716,3,65808,272
Phường 1,Phường,1,107.074248,10.348186,3,65809,273
Phường 1,Phường,1,105.727253,9.296449,3,65810,274
Phường Đa Mai,Phường,Đa Mai,106.176166,21.279924,3,65811,275
Phường Đức Xuân,Phường,Đức Xuân,105.834417,22.144224,3,65812,276
Phường Đại Phúc,Phường,Đại Phúc,106.07635,21.175862,3,65813,277
Phường 1,Phường,1,106.38058,10.237826,3,65814,278
Phường Chánh Mỹ,Phường,Chánh Mỹ,106.64393,10.994162,3,65815,279
Phường Bùi Thị Xuân,Phường,Bùi Thị Xuân,109.149613,13.765777,3,65816,280
Phường Tân Bình,Phường,Tân Bình,106.897601,11.534746,3,65817,281
Phường Bình Hưng,Phường,Bình Hưng,108.10419,10.927947,3,65818,282
Phường 1,Phường,1,105.126805,9.189606,3,65819,283
Phường Đề Thám,Phường,Đề Thám,106.216873,22.68347,3,65820,284
Phường Ea Tam,Phường,Ea Tam,108.027745,12.657157,3,65821,285
Phường Nghĩa Đức,Phường,Nghĩa Đức,107.705241,11.997264,3,65822,286
Phường Him Lam,Phường,Him Lam,103.032015,21.406406,3,65823,287
Phường An Bình,Phường,An Bình,106.858368,10.927281,3,65824,288
Phường 1,Phường,1,105.63474,10.460088,3,65825,289
Phường Chi Lăng,Phường,Chi Lăng,108.01088,13.943447,3,65826,290
Phường Minh Khai,Phường,Minh Khai,104.986631,22.818359,3,65827,291
Phường Châu Sơn,Phường,Châu Sơn,105.905614,20.52032,3,65828,292
Phường Bắc Hà,Phường,Bắc Hà,105.89934,18.344579,3,65829,293
Phường Ái Quốc,Phường,Ái Quốc,106.378122,20.968207,3,65830,294
Phường Hiệp Thành,Phường,Hiệp Thành,105.82438,9.808529,3,65831,295
Phường Chăm Mát,Phường,Chăm Mát,105.350891,20.787166,3,65832,296
Phường An Tảo,Phường,An Tảo,106.060892,20.672507,3,65833,297
Phường Lộc Thọ,Phường,Lộc Thọ,109.195123,12.238607,3,65834,298
Phường An Bình,Phường,An Bình,105.115199,9.964149,3,65835,299
Phường Duy Tân,Phường,Duy Tân,108.001323,14.366507,3,65836,300
Phường Đoàn Kết,Phường,Đoàn Kết,103.452276,22.399992,3,65837,301
Phường 1,Phường,1,108.435688,11.943152,3,65838,302
Phường Chi Lăng,Phường,Chi Lăng,106.755438,21.845744,3,65839,303
Phường Bắc Cường,Phường,Bắc Cường,103.983067,22.47159,3,65840,304
Phường 1,Phường,1,106.416204,10.53922,3,65841,305
Phường Bà Triệu,Phường,Bà Triệu,106.173714,20.428871,3,65842,306
Phường Bến Thủy,Phường,Bến Thủy,105.704728,18.657289,3,65843,307
Phường Bích Đào,Phường,Bích Đào,105.987659,20.248582,3,65844,308
Phường Bảo An,Phường,Bảo An,108.950988,11.59137,3,65845,309
Phường Bạch Hạc,Phường,Bạch Hạc,105.44588,21.287619,3,65846,310
Phường 1,Phường,1,109.299378,13.084201,3,65847,311
Phường Bắc Lý,Phường,Bắc Lý,106.59132,17.472668,3,65848,312
Phường Cẩm An,Phường,Cẩm An,108.336353,15.913926,3,65849,313
Phường Chánh Lộ,Phường,Chánh Lộ,108.805032,15.113145,3,65850,314
Phường Bạch Đằng,Phường,Bạch Đằng,107.092369,20.95507,3,65851,315
Phường 1,Phường,1,107.098257,16.820296,3,65852,316
Phường 1,Phường,1,105.975211,9.605373,3,65853,317
Phường Chiềng An,Phường,Chiềng An,103.909999,21.359419,3,65854,318
Phường 1,Phường,1,106.08929,11.318605,3,65855,319
Phường Bồ Xuyên,Phường,Bồ Xuyên,106.338797,20.453892,3,65856,320
Phường Cam Giá,Phường,Cam Giá,105.878582,21.550964,3,65857,321
Phường An Hoạch,Phường,An Hoạch,105.749256,19.795682,3,65858,322
Phường An Cựu,Phường,An Cựu,107.600543,16.453118,3,65859,323
Phường 1,Phường,1,106.364268,10.35593,3,65860,324
Phường 1,Phường,1,106.338389,9.938234,3,65861,325
Phường An Tường,Phường,An Tường,105.214089,21.795801,3,65862,326
Phường 1,Phường,1,105.970749,10.254199,3,65863,327
Phường Đống Đa,Phường,Đống Đa,105.603178,21.308889,3,65864,328
Phường Đồng Tâm,Phường,Đồng Tâm,104.914622,21.722284,3,65865,329
Phường Dịch Vọng,Phường,Dịch Vọng,105.79424,21.036948,3,66059,523
Phường An Khánh,Phường,An Khánh,106.721183,10.780815,3,66060,524
Phường Cát Bi,Phường,Cát Bi,106.705222,20.827093,3,66061,525
Phường Bình Hiên,Phường,Bình Hiên,108.220932,16.058351,3,66062,526
Phường Ba Láng,Phường,Ba Láng,105.747245,9.984908,3,66063,527
Phường Châu Phú A,Phường,Châu Phú A,105.11436,10.715395,3,66064,528
Phường Kim Dinh,Phường,Kim Dinh,107.131297,10.502485,3,66065,529
Phường 1,Phường,1,105.458769,9.238632,3,66066,530
Thị trấn Thắng,Thị trấn,Thắng,105.984051,21.354146,3,66067,531
Thị trấn Chợ Rã,Thị trấn,Chợ Rã,105.740111,22.457337,3,66068,532
Thị trấn Gia Bình,Thị trấn,Gia Bình,106.178883,21.053548,3,66069,533
Thị trấn Ba Tri,Thị trấn,Ba Tri,106.593628,10.041819,3,66070,534
Phường Chánh Phú Hòa,Phường,Chánh Phú Hòa,106.669893,11.145462,3,66071,535
Phường Bình Định,Phường,Bình Định,109.113029,13.887402,3,66072,536
Phường An Lộc,Phường,An Lộc,106.6069,11.651857,3,66073,537
Phường Bình Tân,Phường,Bình Tân,107.779559,10.661776,3,66074,538
Thị trấn Cái Nước,Thị trấn,Cái Nước,105.014839,8.945224,3,66075,539
Thị trấn Pác Miầu,Thị trấn,Pác Miầu,105.493289,22.838036,3,66076,540
Phường An Bình,Phường,An Bình,108.265393,12.916149,3,66077,541
Thị trấn Ea T'Ling,Thị trấn,Ea T'Ling,107.893901,12.587285,3,66078,542
Xã Lay Nưa,Xã,Lay Nưa,103.150249,21.98003,3,66079,543
Phường Phú Bình,Phường,Phú Bình,107.235344,10.914769,3,66080,544
Phường 1,Phường,1,105.764469,10.296853,3,66081,545
Phường An Bình,Phường,An Bình,108.648683,13.95516,3,66082,546
Thị trấn Yên Phú,Thị trấn,Yên Phú,105.311572,22.738518,3,66083,547
Thị trấn Bình Mỹ,Thị trấn,Bình Mỹ,106.006216,20.490528,3,66084,548
Phường Bắc Hồng,Phường,Bắc Hồng,105.7033,18.535543,3,66085,549
Phường Bến Tắm,Phường,Bến Tắm,106.436591,21.164489,3,66086,550
Phường 1,Phường,1,105.464559,9.78008,3,66087,551
Thị trấn Cao Phong,Thị trấn,Cao Phong,105.320689,20.704635,3,66088,552
Xã Bạch Sam,Xã,Bạch Sam,106.108453,20.916983,3,66089,553
Phường Ba Ngòi,Phường,Ba Ngòi,109.138133,11.91649,3,66090,554
Phường Bình San,Phường,Bình San,104.479668,10.389027,3,66091,555
Xã Đắk Long,Xã,Đắk Long,108.288901,14.600999,3,66092,556
Thị trấn Mường Tè,Thị trấn,Mường Tè,102.802071,22.383882,3,66093,557
Phường 1,Phường,1,107.80987,11.547338,3,66094,558
Thị trấn Bắc Sơn,Thị trấn,Bắc Sơn,106.319146,21.900928,3,66095,559
Thị trấn Bắc Hà,Thị trấn,Bắc Hà,104.292496,22.539926,3,66096,560
Phường 1,Phường,1,105.936018,10.77407,3,66097,561
Thị trấn Ngô Đồng,Thị trấn,Ngô Đồng,106.442373,20.282293,3,66098,562
Phường Nghi Hải,Phường,Nghi Hải,105.740693,18.759892,3,66099,563
Phường Bắc Sơn,Phường,Bắc Sơn,105.91173,20.156672,3,66100,564
Xã Phước Bình,Xã,Phước Bình,108.788339,12.003385,3,66101,565
Phường Âu Cơ,Phường,Âu Cơ,105.218932,21.398025,3,66102,566
Thị trấn Hòa Hiệp Trung,Thị trấn,Hòa Hiệp Trung,109.382091,12.990712,3,66103,567
Phường Ba Đồn,Phường,Ba Đồn,106.423955,17.756805,3,66104,568
Phường An Mỹ,Phường,An Mỹ,108.480774,15.565177,3,66105,569
Thị trấn Ba Tơ,Thị trấn,Ba Tơ,108.732995,14.763312,3,66106,570
Phường Bình Ngọc,Phường,Bình Ngọc,108.005206,21.473871,3,66107,571
Phường 1,Phường,1,107.188302,16.7397,3,66108,572
Phường 1,Phường,1,105.980477,9.324964,3,66109,573
Thị trấn Bắc Yên,Thị trấn,Bắc Yên,104.432128,21.245927,3,66110,574
Thị trấn Bến Cầu,Thị trấn,Bến Cầu,106.179591,11.110669,3,66111,575
Thị trấn Hưng Hà,Thị trấn,Hưng Hà,106.224212,20.59019,3,66112,576
Phường Cải Đan,Phường,Cải Đan,105.864144,21.458974,3,66113,577
Phường Ba Đình,Phường,Ba Đình,105.863698,20.082949,3,66114,578
Thị trấn A Lưới,Thị trấn,A Lưới,107.234075,16.270662,3,66115,579
Phường 1,Phường,1,106.671833,10.359865,3,66116,580
Phường 1,Phường,1,106.493061,9.634572,3,66117,581
Thị trấn Vĩnh Lộc,Thị trấn,Vĩnh Lộc,105.273297,22.144219,3,66118,582
Phường Cái Vồn,Phường,Cái Vồn,105.822566,10.068049,3,66119,583
Phường Đồng Xuân,Phường,Đồng Xuân,105.732479,21.278446,3,66120,584
Phường Cầu Thia,Phường,Cầu Thia,104.519461,21.589205,3,66121,585
Phường Bạch Đằng,Phường,Bạch Đằng,105.863111,21.013902,3,66315,779
Phường 1,Phường,1,106.677364,10.768069,3,66316,780
Phường Hạ Lý,Phường,Hạ Lý,106.673891,20.860391,3,66317,781
Phường Hòa Hiệp Bắc,Phường,Hòa Hiệp Bắc,108.119307,16.127592,3,66318,782
Phường An Bình,Phường,An Bình,105.750896,10.009883,3,66319,783
Phường Long Châu,Phường,Long Châu,105.229141,10.801592,3,66320,784
Xã Kim Long,Xã,Kim Long,107.245845,10.696541,3,66321,785
Thị trấn Ngan Dừa,Thị trấn,Ngan Dừa,105.449987,9.566851,3,66322,786
Thị trấn Kép,Thị trấn,Kép,106.279539,21.408631,3,66323,787
Thị trấn Phủ Thông,Thị trấn,Phủ Thông,105.87971,22.272289,3,66324,788
Thị trấn Thứa,Thị trấn,Thứa,106.2015,21.017773,3,66325,789
Thị trấn Bình Đại,Thị trấn,Bình Đại,106.694378,10.185388,3,66326,790
Phường Khánh Bình,Phường,Khánh Bình,106.757343,11.049501,3,66327,791
Thị trấn An Lão,Thị trấn,An Lão,108.891687,14.614024,3,66328,792
Phường Long Phước,Phường,Long Phước,106.944787,11.828732,3,66329,793
Thị trấn Chợ Lầu,Thị trấn,Chợ Lầu,108.503089,11.22179,3,66330,794
Thị trấn Đầm Dơi,Thị trấn,Đầm Dơi,105.198421,8.992558,3,66331,795
Thị trấn Bảo Lạc,Thị trấn,Bảo Lạc,105.679984,22.949501,3,66332,796
Xã Cuôr Knia,Xã,Cuôr Knia,107.9648,12.771425,3,66333,797
Thị trấn Đắk Mâm,Thị trấn,Đắk Mâm,107.861431,12.463802,3,66334,798
Thị trấn Mường Ảng,Thị trấn,Mường Ảng,103.222591,21.519948,3,66335,799
Xã Long Giao,Xã,Long Giao,107.231632,10.822411,3,66336,800
Phường An Lạc,Phường,An Lạc,105.335805,10.812815,3,66337,801
Phường Cheo Reo,Phường,Cheo Reo,108.427446,13.424051,3,66338,802
Thị trấn Việt Quang,Thị trấn,Việt Quang,104.807601,22.415943,3,66339,803
Thị trấn Đồng Văn,Thị trấn,Đồng Văn,105.918714,20.64227,3,66340,804
Phường Kỳ Liên,Phường,Kỳ Liên,106.412962,18.019246,3,66341,805
Xã Hiệp An,Xã,Hiệp An,106.544455,20.983969,3,66342,806
Phường Trà Lồng,Phường,Trà Lồng,105.684597,9.648492,3,66343,807
Thị trấn Bo,Thị trấn,Bo,105.53639,20.672888,3,66344,808
Thị trấn Ân Thi,Thị trấn,Ân Thi,106.088594,20.81812,3,66345,809
Xã Ninh Bình,Xã,Ninh Bình,109.119054,12.495544,3,66346,810
Thị trấn Thứ Ba,Thị trấn,Thứ Ba,105.059576,9.812164,3,66347,811
Thị trấn Đắk Rve,Thị trấn,Đắk Rve,108.24669,14.507586,3,66348,812
Thị trấn Phong Thổ,Thị trấn,Phong Thổ,103.292364,22.54334,3,66349,813
Thị trấn Lộc Thắng,Thị trấn,Lộc Thắng,107.838638,11.627845,3,66350,814
Thị trấn Bình Gia,Thị trấn,Bình Gia,106.369009,21.959776,3,66351,815
Thị trấn Nông Trường Phong Hải,Thị trấn,Nông Trường Phong Hải,104.149895,22.4429,3,66352,816
Thị trấn Bến Lức,Thị trấn,Bến Lức,106.485609,10.641408,3,66353,817
Thị trấn Cồn,Thị trấn,Cồn,106.277497,20.123784,3,66354,818
Phường Hòa Hiếu,Phường,Hòa Hiếu,105.429524,19.322344,3,66355,819
Thị trấn Me,Thị trấn,Me,105.833906,20.347581,3,66356,820
Thị trấn Khánh Hải,Thị trấn,Khánh Hải,109.036453,11.600229,3,66357,821
Thị trấn Sông Thao,Thị trấn,Sông Thao,105.133147,21.421954,3,66358,822
Thị trấn La Hai,Thị trấn,La Hai,109.104529,13.378356,3,66359,823
Thị trấn Hoàn Lão,Thị trấn,Hoàn Lão,106.535461,17.582553,3,66360,824
Phường Điện An,Phường,Điện An,108.243439,15.900208,3,66361,825
Thị trấn Châu Ổ,Thị trấn,Châu Ổ,108.758226,15.300529,3,66362,826
Phường Cẩm Bình,Phường,Cẩm Bình,107.284392,21.009343,3,66363,827
Thị trấn Cam Lộ,Thị trấn,Cam Lộ,106.993256,16.807262,3,66364,828
Phường 1,Phường,1,105.596479,9.563358,3,66365,829
Thị trấn Hát Lót,Thị trấn,Hát Lót,104.100728,21.20123,3,66366,830
Thị trấn Châu Thành,Thị trấn,Châu Thành,106.022776,11.311691,3,66367,831
Thị trấn Thanh Nê,Thị trấn,Thanh Nê,106.443086,20.390008,3,66368,832
Phường Ba Hàng,Phường,Ba Hàng,105.87246,21.414117,3,66369,833
Phường Bắc Sơn,Phường,Bắc Sơn,105.900171,19.741884,3,66370,834
Phường Phú Bài,Phường,Phú Bài,107.682425,16.405172,3,66371,835
Phường 1,Phường,1,106.119111,10.408643,3,66372,836
Thị trấn Cầu Kè,Thị trấn,Cầu Kè,106.057736,9.871916,3,66373,837
Thị trấn Tân Yên,Thị trấn,Tân Yên,105.032917,22.062066,3,66374,838
Xã Mỹ Thuận,Xã,Mỹ Thuận,105.830002,10.106504,3,66375,839
Thị trấn Gia Khánh,Thị trấn,Gia Khánh,105.637963,21.348649,3,66376,840
Thị trấn Yên Thế,Thị trấn,Yên Thế,104.766683,22.111958,3,66377,841
Phường Biên Giang,Phường,Biên Giang,105.717714,20.931067,3,66571,1035
Phường 1,Phường,1,106.691632,10.753011,3,66572,1036
Phường Bắc Sơn,Phường,Bắc Sơn,106.635537,20.822402,3,66573,1037
Phường Hòa Hải,Phường,Hòa Hải,108.257159,15.988502,3,66574,1038
Phường Châu Văn Liêm,Phường,Châu Văn Liêm,105.621631,10.115374,3,66575,1039
Thị trấn An Phú,Thị trấn,An Phú,105.092816,10.814839,3,66576,1040
Xã Côn Đảo,Xã,Côn Đảo,106.608554,8.705704,3,66577,1041
Thị trấn Hòa Bình,Thị trấn,Hòa Bình,105.63048,9.283544,3,66578,1042
Thị trấn Đồi Ngô,Thị trấn,Đồi Ngô,106.383734,21.301468,3,66579,1043
Thị trấn Chợ Mới,Thị trấn,Chợ Mới,105.777769,21.885372,3,66580,1044
Thị trấn Phố Mới,Thị trấn,Phố Mới,106.151644,21.153304,3,66581,1045
Thị trấn Châu Thành,Thị trấn,Châu Thành,106.358231,10.301478,3,66582,1046
Phường An Phú,Phường,An Phú,106.742199,10.947116,3,66583,1047
Thị trấn Tăng Bạt Hổ,Thị trấn,Tăng Bạt Hổ,108.967886,14.368637,3,66584,1048
Thị trấn Đức Phong,Thị trấn,Đức Phong,107.247907,11.812919,3,66585,1049
Thị trấn Tân Minh,Thị trấn,Tân Minh,107.633472,10.842187,3,66586,1050
Thị trấn Năm Căn,Thị trấn,Năm Căn,104.994146,8.759872,3,66587,1051
Thị trấn Thanh Nhật,Thị trấn,Thanh Nhật,106.670526,22.687728,3,66588,1052
Xã Cư Ê Wi,Xã,Cư Ê Wi,108.250495,12.593868,3,66589,1053
Xã Đắk Ha,Xã,Đắk Ha,107.784833,12.082664,3,66590,1054
Thị trấn Mường Chà,Thị trấn,Mường Chà,103.093648,21.759566,3,66591,1055
Thị trấn Long Thành,Thị trấn,Long Thành,106.952268,10.780312,3,66592,1056
Thị trấn Mỹ Thọ,Thị trấn,Mỹ Thọ,105.69632,10.446067,3,66593,1057
Thị trấn Ia Ly,Thị trấn,Ia Ly,107.83711,14.207885,3,66594,1058
Thị trấn Vinh Quang,Thị trấn,Vinh Quang,104.680197,22.743229,3,66595,1059
Thị trấn Ba Sao,Thị trấn,Ba Sao,105.815596,20.550329,3,66596,1060
Thị trấn Cẩm Xuyên,Thị trấn,Cẩm Xuyên,106.000154,18.250569,3,66597,1061
Thị trấn Kẻ Sặt,Thị trấn,Kẻ Sặt,106.147143,20.910764,3,66598,1062
Thị trấn Mái Dầm,Thị trấn,Mái Dầm,105.868412,9.941078,3,66599,1063
Thị trấn Kỳ Sơn,Thị trấn,Kỳ Sơn,105.352084,20.886864,3,66600,1064
Thị trấn Khoái Châu,Thị trấn,Khoái Châu,105.978323,20.840391,3,66601,1065
Thị trấn Cam Đức,Thị trấn,Cam Đức,109.158902,12.054805,3,66602,1066
Thị trấn Thứ Mười Một,Thị trấn,Thứ Mười Một,104.944387,9.61144,3,66603,1067
Thị trấn Đắk Glei,Thị trấn,Đắk Glei,107.742641,15.074882,3,66604,1068
Thị trấn Sìn Hồ,Thị trấn,Sìn Hồ,103.250911,22.359218,3,66605,1069
Thị trấn Cát Tiên,Thị trấn,Cát Tiên,107.362118,11.583263,3,66606,1070
Thị trấn Cao Lộc,Thị trấn,Cao Lộc,106.765524,21.865202,3,66607,1071
Thị trấn Phố Ràng,Thị trấn,Phố Ràng,104.477164,22.234876,3,66608,1072
Thị trấn Cần Giuộc,Thị trấn,Cần Giuộc,106.671189,10.606075,3,66609,1073
Thị trấn Mỹ Lộc,Thị trấn,Mỹ Lộc,106.101404,20.441844,3,66610,1074
Phường Mai Hùng,Phường,Mai Hùng,105.6993,19.236538,3,66611,1075
Thị trấn Thiên Tôn,Thị trấn,Thiên Tôn,105.950449,20.298518,3,66612,1076
Thị trấn Phước Dân,Thị trấn,Phước Dân,108.926249,11.530565,3,66613,1077
Thị trấn Hạ Hòa,Thị trấn,Hạ Hòa,105.005805,21.560993,3,66614,1078
Thị trấn Phú Hòa,Thị trấn,Phú Hòa,109.218439,13.02961,3,66615,1079
Thị trấn Kiến Giang,Thị trấn,Kiến Giang,106.790683,17.223686,3,66616,1080
Thị trấn Trà My,Thị trấn,Trà My,108.220801,15.340941,3,66617,1081
Xã Long Hiệp,Xã,Long Hiệp,108.702755,14.934065,3,66618,1082
Phường Bắc Sơn,Phường,Bắc Sơn,106.80127,21.062993,3,66619,1083
Thị trấn Cửa Việt,Thị trấn,Cửa Việt,107.18157,16.906193,3,66620,1084
Thị trấn Cù Lao Dung,Thị trấn,Cù Lao Dung,106.152796,9.667228,3,66621,1085
Thị trấn Mộc Châu,Thị trấn,Mộc Châu,104.641226,20.846489,3,66622,1086
Thị trấn Dương Minh Châu,Thị trấn,Dương Minh Châu,106.227215,11.38276,3,66623,1087
Thị trấn Đông Hưng,Thị trấn,Đông Hưng,106.354882,20.558392,3,66624,1088
Thị trấn Hùng Sơn,Thị trấn,Hùng Sơn,105.638655,21.632289,3,66625,1089
Thị trấn Cành Nàng,Thị trấn,Cành Nàng,105.225418,20.351303,3,66626,1090
Phường Hương An,Phường,Hương An,107.519182,16.46717,3,66627,1091
Thị trấn Cái Bè,Thị trấn,Cái Bè,106.032442,10.334688,3,66628,1092
Thị trấn Cầu Ngang,Thị trấn,Cầu Ngang,106.452033,9.797141,3,66629,1093
Thị trấn Na Hang,Thị trấn,Na Hang,105.382257,22.349038,3,66630,1094
Thị trấn Long Hồ,Thị trấn,Long Hồ,106.012421,10.192203,3,66631,1095
Thị trấn Hoa Sơn,Thị trấn,Hoa Sơn,105.519879,21.431935,3,66632,1096
Thị trấn Mù Cang Chải,Thị trấn,Mù Cang Chải,104.089836,21.850562,3,66633,1097
Phường Chương Dương Độ,Phường,Chương Dương Độ,105.861781,21.025718,3,66827,1291
Phường 1,Phường,1,106.681961,10.754113,3,66828,1292
Phường An Biên,Phường,An Biên,106.680264,20.853122,3,66829,1293
Phường An Hải Bắc,Phường,An Hải Bắc,108.23087,16.072337,3,66830,1294
Thị trấn Cờ Đỏ,Thị trấn,Cờ Đỏ,105.429107,10.096661,3,66831,1295
Thị trấn Cái Dầu,Thị trấn,Cái Dầu,105.241916,10.570305,3,66832,1296
Thị trấn Long Điền,Thị trấn,Long Điền,107.211809,10.485015,3,66833,1297
Thị trấn Gành Hào,Thị trấn,Gành Hào,105.419598,9.026787,3,66834,1298
Thị trấn Chũ,Thị trấn,Chũ,106.566588,21.372518,3,66835,1299
Thị trấn Bằng Lũng,Thị trấn,Bằng Lũng,105.595264,22.157251,3,66836,1300
Thị trấn Hồ,Thị trấn,Hồ,106.085937,21.062304,3,66837,1301
Thị trấn Chợ Lách,Thị trấn,Chợ Lách,106.119774,10.261502,3,66838,1302
Phường An Bình,Phường,An Bình,106.754932,10.87594,3,66839,1303
Thị trấn Bồng Sơn,Thị trấn,Bồng Sơn,109.017063,14.430653,3,66840,1304
Thị trấn Thanh Bình,Thị trấn,Thanh Bình,106.796452,11.957299,3,66841,1305
Thị trấn Ma Lâm,Thị trấn,Ma Lâm,108.130808,11.07747,3,66842,1306
Thị trấn Rạch Gốc,Thị trấn,Rạch Gốc,105.017841,8.6245,3,66843,1307
Thị trấn Xuân Hòa,Thị trấn,Xuân Hòa,106.047577,22.919623,3,66844,1308
Thị trấn Ea Pốk,Thị trấn,Ea Pốk,108.071515,12.779777,3,66845,1309
Thị trấn Đắk Mil,Thị trấn,Đắk Mil,107.620631,12.44875,3,66846,1310
Xã Hiệp Phước,Xã,Hiệp Phước,106.944952,10.737741,3,66848,1312
Thị trấn Cái Tàu Hạ,Thị trấn,Cái Tàu Hạ,105.873442,10.260074,3,66849,1313
Thị trấn Chư Prông,Thị trấn,Chư Prông,107.887106,13.758169,3,66850,1314
Thị trấn Mèo Vạc,Thị trấn,Mèo Vạc,105.410685,23.163365,3,66851,1315
Thị trấn Vĩnh Trụ,Thị trấn,Vĩnh Trụ,106.030264,20.559463,3,66852,1316
Thị trấn Nghèn,Thị trấn,Nghèn,105.776034,18.453082,3,66853,1317
Thị trấn Bảy Ngàn,Thị trấn,Bảy Ngàn,105.585681,9.885043,3,66855,1319
Thị trấn Vụ Bản,Thị trấn,Vụ Bản,105.441379,20.464727,3,66856,1320
Thị trấn Lương Bằng,Thị trấn,Lương Bằng,106.059366,20.741269,3,66857,1321
Thị trấn Diên Khánh,Thị trấn,Diên Khánh,109.099028,12.255922,3,66858,1322
Thị trấn Minh Lương,Thị trấn,Minh Lương,105.159061,9.904759,3,66859,1323
Thị trấn Đắk Hà,Thị trấn,Đắk Hà,107.922467,14.510639,3,66860,1324
Thị trấn Tân Uyên,Thị trấn,Tân Uyên,103.752551,22.175062,3,66861,1325
Thị trấn Di Linh,Thị trấn,Di Linh,108.07455,11.576042,3,66862,1326
Thị trấn Chi Lăng,Thị trấn,Chi Lăng,106.488708,21.557475,3,66863,1327
Thị trấn Bát Xát,Thị trấn,Bát Xát,103.893213,22.540867,3,66864,1328
Thị trấn Cần Đước,Thị trấn,Cần Đước,106.607734,10.501894,3,66865,1329
Thị trấn Nam Giang,Thị trấn,Nam Giang,106.1766,20.336079,3,66866,1330
Thị trấn Anh Sơn,Thị trấn,Anh Sơn,105.087577,18.928041,3,66867,1331
Thị trấn Bình Minh,Thị trấn,Bình Minh,106.074628,19.97527,3,66868,1332
Thị trấn Tân Sơn,Thị trấn,Tân Sơn,108.776861,11.78142,3,66869,1333
Thị trấn Hùng Sơn,Thị trấn,Hùng Sơn,105.293559,21.359987,3,66870,1334
Phường Xuân Đài,Phường,Xuân Đài,109.242063,13.387154,3,66871,1335
Thị trấn Quy Đạt,Thị trấn,Quy Đạt,105.969007,17.8084,3,66872,1336
Thị trấn Nam Phước,Thị trấn,Nam Phước,108.28074,15.839329,3,66873,1337
Thị trấn Mộ Đức,Thị trấn,Mộ Đức,108.888414,14.95403,3,66874,1338
Phường Cộng Hòa,Phường,Cộng Hòa,106.836098,20.952543,3,66875,1339
Thị trấn Hải Lăng,Thị trấn,Hải Lăng,107.246481,16.690483,3,66876,1340
Thị trấn An Lạc Thôn,Thị trấn,An Lạc Thôn,105.89431,9.92806,3,66877,1341
Thị trấn Ít Ong,Thị trấn,Ít Ong,104.026373,21.517083,3,66878,1342
Thị trấn Gò Dầu,Thị trấn,Gò Dầu,106.26577,11.083277,3,66879,1343
Thị trấn An Bài,Thị trấn,An Bài,106.424382,20.648571,3,66880,1344
Phường Chùa Hang,Phường,Chùa Hang,105.843427,21.624778,3,66881,1345
Thị trấn Cẩm Thủy,Thị trấn,Cẩm Thủy,105.475817,20.213701,3,66882,1346
Thị trấn Khe Tre,Thị trấn,Khe Tre,107.718813,16.167906,3,66883,1347
Thị trấn Tân Hiệp,Thị trấn,Tân Hiệp,106.343082,10.448686,3,66884,1348
Thị trấn Càng Long,Thị trấn,Càng Long,106.20517,9.996181,3,66885,1349
Thị trấn Sơn Dương,Thị trấn,Sơn Dương,105.393462,21.698083,3,66886,1350
Thị trấn Cái Nhum,Thị trấn,Cái Nhum,106.109422,10.174641,3,66887,1351
Thị trấn Hợp Hòa,Thị trấn,Hợp Hòa,105.541073,21.379748,3,66888,1352
Thị trấn Cổ Phúc,Thị trấn,Cổ Phúc,104.829056,21.754711,3,66889,1353
Phường Đại Kim,Phường,Đại Kim,105.828578,20.970693,3,67083,1547
Phường 1,Phường,1,106.653271,10.747075,3,67084,1548
Phường Cầu Đất,Phường,Cầu Đất,106.68392,20.853881,3,67085,1549
Phường An Khê,Phường,An Khê,108.184055,16.058406,3,67086,1550
Thị trấn Phong Điền,Thị trấn,Phong Điền,105.667844,9.99759,3,67087,1551
Thị trấn An Châu,Thị trấn,An Châu,105.389902,10.442717,3,67088,1552
Thị trấn Đất Đỏ,Thị trấn,Đất Đỏ,107.269519,10.489832,3,67089,1553
Thị trấn Phước Long,Thị trấn,Phước Long,105.460381,9.437524,3,67090,1554
Thị trấn An Châu,Thị trấn,An Châu,106.849892,21.334313,3,67091,1555
Thị trấn Yến Lạc,Thị trấn,Yến Lạc,106.183915,22.237012,3,67092,1556
Thị trấn Lim,Thị trấn,Lim,106.01906,21.143681,3,67093,1557
Thị trấn Giồng Trôm,Thị trấn,Giồng Trôm,106.50556,10.1529,3,67094,1558
Thị trấn Dầu Tiếng,Thị trấn,Dầu Tiếng,106.363383,11.280098,3,67095,1559
Thị trấn Ngô Mây,Thị trấn,Ngô Mây,109.059285,13.998177,3,67096,1560
Thị trấn Chơn Thành,Thị trấn,Chơn Thành,106.61555,11.416344,3,67097,1561
Thị trấn Thuận Nam,Thị trấn,Thuận Nam,107.874578,10.844605,3,67098,1562
Thị trấn Cái Đôi Vàm,Thị trấn,Cái Đôi Vàm,104.810766,8.858349,3,67099,1563
