name,prefix,suffix,long,lat,level,id,tinh_id
Thị xã Duyên Hải,Thị xã,Duyên Hải,106.496,9.63399,2,581,69
Huyện Chiêm Hóa,Huyện,Chiêm Hóa,105.272,22.1431,2,582,70
Thị xã Bình Minh,Thị xã,Bình Minh,105.821,10.0676,2,583,71
Thành phố Phúc Yên,Thành phố,Phúc Yên,105.706,21.2379,2,584,72
Thị xã Nghĩa Lộ,Thị xã,Nghĩa Lộ,104.509,21.6017,2,585,73
Quận Hai Bà Trưng,Quận,Hai Bà Trưng,105.849559,21.010229,2,779,11
Quận 3,Quận,3,106.686465,10.775168,2,780,12
Quận Hồng Bàng,Quận,Hồng Bàng,106.683753,20.858258,2,781,13
Quận Liên Chiểu,Quận,Liên Chiểu,108.15877,16.07328,2,782,14
Quận Ninh Kiều,Quận,Ninh Kiều,105.78634,10.039113,2,783,15
Thị xã Tân Châu,Thị xã,Tân Châu,105.248,10.7985,2,784,16
Huyện Châu Đức,Huyện,Châu Đức,107.246,10.6471,2,785,17
Huyện Hồng Dân,Huyện,Hồng Dân,105.449,9.56044,2,786,18
Huyện Lạng Giang,Huyện,Lạng Giang,106.259,21.3506,2,787,19
Huyện Bạch Thông,Huyện,Bạch Thông,105.881,22.2701,2,788,20
Huyện Lương Tài,Huyện,Lương Tài,106.202,21.0182,2,789,21
Huyện Bình Đại,Huyện,Bình Đại,106.693,10.1869,2,790,22
Thị xã Tân Uyên,Thị xã,Tân Uyên,106.798,11.0618,2,791,23
Huyện An Lão,Huyện,An Lão,108.891,14.6121,2,792,24
Thị xã Phước Long,Thị xã,Phước Long,106.997,11.8469,2,793,25
Huyện Bắc Bình,Huyện,Bắc Bình,108.509,11.221,2,794,26
Huyện Đầm Dơi,Huyện,Đầm Dơi,105.198,8.99363,2,795,27
Huyện Bảo Lạc,Huyện,Bảo Lạc,105.681,22.9487,2,796,28
Huyện Buôn Đôn,Huyện,Buôn Đôn,107.894,12.8113,2,797,29
Huyện Krông Nô,Huyện,Krông Nô,107.862,12.4573,2,798,30
Huyện Mường Ảng,Huyện,Mường Ảng,103.223,21.5196,2,799,31
Huyện Cẩm Mỹ,Huyện,Cẩm Mỹ,107.229,10.8156,2,800,32
Thị xã Hồng Ngự,Thị xã,Hồng Ngự,105.343,10.807,2,801,33
Thị xã AYun Pa,Thị xã,AYun Pa,108.438,13.4007,2,802,34
Huyện Bắc Quang,Huyện,Bắc Quang,104.809,22.4144,2,803,35
Huyện Duy Tiên,Huyện,Duy Tiên,105.988,20.6423,2,804,36
Thị xã Kỳ Anh,Thị xã,Kỳ Anh,106.3,18.066,2,805,37
Huyện Kinh Môn,Huyện,Kinh Môn,106.553,20.9903,2,806,38
Thị xã Long Mỹ,Thị xã,Long Mỹ,105.572,9.67994,2,807,39
Huyện Kim Bôi,Huyện,Kim Bôi,105.535,20.6742,2,808,40
Huyện Ân Thi,Huyện,Ân Thi,106.088,20.8129,2,809,41
Thị xã Ninh Hòa,Thị xã,Ninh Hòa,109.126,12.4914,2,810,42
Huyện An Biên,Huyện,An Biên,105.065,9.81666,2,811,43
Huyện Kon Rẫy,Huyện,Kon Rẫy,108.247,14.5075,2,812,44
Huyện Phong Thổ,Huyện,Phong Thổ,103.292,22.5435,2,813,45
Huyện Bảo Lâm,Huyện,Bảo Lâm,107.836,11.628,2,814,46
Huyện Bình Gia,Huyện,Bình Gia,106.367,21.9601,2,815,47
Huyện Bảo Thắng,Huyện,Bảo Thắng,104.186,22.3203,2,816,48
Huyện Bến Lức,Huyện,Bến Lức,106.488,10.6382,2,817,49
Huyện Hải Hậu,Huyện,Hải Hậu,106.295,20.1968,2,818,50
Thị xã Thái Hòa,Thị xã,Thái Hòa,105.43,19.3219,2,819,51
Huyện Gia Viễn,Huyện,Gia Viễn,105.837,20.347,2,820,52
Huyện Ninh Hải,Huyện,Ninh Hải,109.035,11.5918,2,821,53
Huyện Cẩm Khê,Huyện,Cẩm Khê,105.133,21.4219,2,822,54
Huyện Đồng Xuân,Huyện,Đồng Xuân,109.107,13.3816,2,823,55
Huyện Bố Trạch,Huyện,Bố Trạch,106.535,17.5824,2,824,56
Thị xã Điện Bàn,Thị xã,Điện Bàn,108.255,15.8888,2,825,57
Huyện Bình Sơn,Huyện,Bình Sơn,108.761,15.2965,2,826,58
Thành phố Cẩm Phả,Thành phố,Cẩm Phả,107.273,21.0093,2,827,59
Huyện Cam Lộ,Huyện,Cam Lộ,106.993,16.8071,2,828,60
Thị xã Ngã Năm,Thị xã,Ngã Năm,105.599,9.56546,2,829,61
Huyện Mai Sơn,Huyện,Mai Sơn,104.1,21.2013,2,830,62
Huyện Châu Thành,Huyện,Châu Thành,106.03,11.3119,2,831,63
Huyện Kiến Xương,Huyện,Kiến Xương,106.443,20.3898,2,832,64
Thị xã Phổ Yên,Thị xã,Phổ Yên,105.872,21.4143,2,833,65
Thành phố Sầm Sơn,Thành phố,Sầm Sơn,105.901,19.7369,2,834,66
Thị xã Hương Thủy,Thị xã,Hương Thủy,107.682,16.4055,2,835,67
Thị xã Cai Lậy,Thị xã,Cai Lậy,106.121,10.4054,2,836,68
Huyện Cầu Kè,Huyện,Cầu Kè,106.057,9.87208,2,837,69
Huyện Hàm Yên,Huyện,Hàm Yên,105.037,22.0682,2,838,70
Huyện Bình Tân,Huyện,Bình Tân,105.754,10.1014,2,839,71
Huyện Bình Xuyên,Huyện,Bình Xuyên,105.647,21.2774,2,840,72
Huyện Lục Yên,Huyện,Lục Yên,104.769,22.112,2,841,73
Quận Hà Đông,Quận,Hà Đông,105.77101,20.964554,2,1035,11
Quận 4,Quận,4,106.704633,10.76416,2,1036,12
Quận Kiến An,Quận,Kiến An,106.62565,20.807423,2,1037,13
Quận Ngũ Hành Sơn,Quận,Ngũ Hành Sơn,108.253909,16.016464,2,1038,14
Quận Ô Môn,Quận,Ô Môn,105.622961,10.10928,2,1039,15
Huyện An Phú,Huyện,An Phú,105.093,10.8142,2,1040,16
Huyện Côn Đảo,Huyện,Côn Đảo,106.6,8.69696,2,1041,17
Huyện Hòa Bình,Huyện,Hòa Bình,105.635,9.28444,2,1042,18
Huyện Lục Nam,Huyện,Lục Nam,106.391,21.3091,2,1043,19
Huyện Chợ Mới,Huyện,Chợ Mới,105.782,21.8858,2,1044,20
Huyện Quế Võ,Huyện,Quế Võ,106.152,21.1535,2,1045,21
Huyện Châu Thành,Huyện,Châu Thành,106.36,10.3094,2,1046,22
Thành phố Thuận An,Thành phố,Thuận An,106.701,10.9031,2,1047,23
Huyện Hoài Ân,Huyện,Hoài Ân,108.965,14.3629,2,1048,24
Huyện Bù Đăng,Huyện,Bù Đăng,107.244,11.8126,2,1049,25
Huyện Hàm Tân,Huyện,Hàm Tân,107.634,10.842,2,1050,26
Huyện Năm Căn,Huyện,Năm Căn,104.994,8.75988,2,1051,27
Huyện Hạ Lang,Huyện,Hạ Lang,106.67,22.6874,2,1052,28
Huyện Cư Kuin,Huyện,Cư Kuin,108.166,12.5725,2,1053,29
Huyện Đắk Glong,Huyện,Đắk Glong,107.797,11.9093,2,1054,30
Huyện Mường Chà,Huyện,Mường Chà,103.091,21.7581,2,1055,31
Huyện Long Thành,Huyện,Long Thành,106.949,10.7912,2,1056,32
Huyện Cao Lãnh,Huyện,Cao Lãnh,105.696,10.4449,2,1057,33
Huyện Chư Păh,Huyện,Chư Păh,107.971,14.1004,2,1058,34
Huyện Hoàng Su Phì,Huyện,Hoàng Su Phì,104.68,22.7434,2,1059,35
Huyện Kim Bảng,Huyện,Kim Bảng,105.871,20.5798,2,1060,36
Huyện Cẩm Xuyên,Huyện,Cẩm Xuyên,105.999,18.2509,2,1061,37
Huyện Bình Giang,Huyện,Bình Giang,106.155,20.9043,2,1062,38
Huyện Châu Thành,Huyện,Châu Thành,105.808,9.92124,2,1063,39
Huyện Kỳ Sơn,Huyện,Kỳ Sơn,105.35,20.8858,2,1064,40
Huyện Khoái Châu,Huyện,Khoái Châu,105.977,20.8399,2,1065,41
Huyện Cam Lâm,Huyện,Cam Lâm,109.161,12.0537,2,1066,42
Huyện An Minh,Huyện,An Minh,104.947,9.61385,2,1067,43
Huyện Đắk Glei,Huyện,Đắk Glei,107.741,15.0758,2,1068,44
Huyện Sìn Hồ,Huyện,Sìn Hồ,103.250888,22.35959,2,1069,45
Huyện Cát Tiên,Huyện,Cát Tiên,107.365,11.5803,2,1070,46
Huyện Cao Lộc,Huyện,Cao Lộc,106.77,21.8668,2,1071,47
Huyện Bảo Yên,Huyện,Bảo Yên,104.475,22.2365,2,1072,48
Huyện Cần Giuộc,Huyện,Cần Giuộc,106.671,10.6086,2,1073,49
Huyện Mỹ Lộc,Huyện,Mỹ Lộc,106.104,20.4404,2,1074,50
Thị xã Hoàng Mai,Thị xã,Hoàng Mai,105.710468,19.250552,2,1075,51
Huyện Hoa Lư,Huyện,Hoa Lư,105.949,20.2983,2,1076,52
Huyện Ninh Phước,Huyện,Ninh Phước,108.927,11.5251,2,1077,53
Huyện Hạ Hòa,Huyện,Hạ Hòa,105.004,21.5613,2,1078,54
Huyện Phú Hòa,Huyện,Phú Hòa,109.209,13.0226,2,1079,55
Huyện Lệ Thủy,Huyện,Lệ Thủy,106.787,17.2247,2,1080,56
Huyện Bắc Trà My,Huyện,Bắc Trà My,108.221,15.3405,2,1081,57
Huyện Minh Long,Huyện,Minh Long,108.703,14.9337,2,1082,58
Thành phố Uông Bí,Thành phố,Uông Bí,106.772,21.0344,2,1083,59
Huyện Gio Linh,Huyện,Gio Linh,107.077,16.9268,2,1084,60
Huyện Cù Lao Dung,Huyện,Cù Lao Dung,106.149,9.66368,2,1085,61
Huyện Mộc Châu,Huyện,Mộc Châu,104.642,20.8459,2,1086,62
Huyện Dương Minh Châu,Huyện,Dương Minh Châu,106.226,11.3821,2,1087,63
Huyện Đông Hưng,Huyện,Đông Hưng,106.355,20.5566,2,1088,64
Huyện Đại Từ,Huyện,Đại Từ,105.639,21.6322,2,1089,65
Huyện Bá Thước,Huyện,Bá Thước,105.219,20.3527,2,1090,66
Thị xã Hương Trà,Thị xã,Hương Trà,107.477,16.5227,2,1091,67
Huyện Cái Bè,Huyện,Cái Bè,106.033,10.3356,2,1092,68
Huyện Cầu Ngang,Huyện,Cầu Ngang,106.452,9.79467,2,1093,69
Huyện Na Hang,Huyện,Na Hang,105.382,22.3495,2,1094,70
Huyện Long Hồ,Huyện,Long Hồ,106.012,10.1923,2,1095,71
Huyện Lập Thạch,Huyện,Lập Thạch,105.464,21.4141,2,1096,72
Huyện Mù Cang Chải,Huyện,Mù Cang Chải,104.089,21.8506,2,1097,73
Quận Hoàn Kiếm,Quận,Hoàn Kiếm,105.842117,21.02388,2,1291,11
Quận 5,Quận,5,106.666798,10.75609,2,1292,12
Quận Lê Chân,Quận,Lê Chân,106.681071,20.849232,2,1293,13
Quận Sơn Trà,Quận,Sơn Trà,108.232876,16.06084,2,1294,14
Huyện Cờ Đỏ,Huyện,Cờ Đỏ,105.429617,10.093783,2,1295,15
Huyện Châu Phú,Huyện,Châu Phú,105.238,10.5747,2,1296,16
Huyện Long Điền,Huyện,Long Điền,107.213,10.4853,2,1297,17
Huyện Đông Hải,Huyện,Đông Hải,105.421,9.02447,2,1298,18
Huyện Lục Ngạn,Huyện,Lục Ngạn,106.566,21.3724,2,1299,19
Huyện Chợ Đồn,Huyện,Chợ Đồn,105.594,22.1596,2,1300,20
Huyện Thuận Thành,Huyện,Thuận Thành,106.086,21.0599,2,1301,21
Huyện Chợ Lách,Huyện,Chợ Lách,106.12,10.2598,2,1302,22
Thành phố Dĩ An,Thành phố,Dĩ An,106.769,10.9068,2,1303,23
Huyện Hoài Nhơn,Huyện,Hoài Nhơn,109.017,14.4305,2,1304,24
Huyện Bù Đốp,Huyện,Bù Đốp,106.802,11.9833,2,1305,25
Huyện Hàm Thuận Bắc,Huyện,Hàm Thuận Bắc,108.131,11.0725,2,1306,26
Huyện Ngọc Hiển,Huyện,Ngọc Hiển,104.793,8.63266,2,1307,27
Huyện Hà Quảng,Huyện,Hà Quảng,106.077,22.9017,2,1308,28
Huyện Cư M'Gar,Huyện,Cư M'Gar,108.077,12.8177,2,1309,29
Huyện Đắk Mil,Huyện,Đắk Mil,107.622,12.4487,2,1310,30
Huyện Mường Nhé,Huyện,Mường Nhé,102.55492,22.149224,2,1311,31
Huyện Nhơn Trạch,Huyện,Nhơn Trạch,106.885,10.724,2,1312,32
Huyện Châu Thành,Huyện,Châu Thành,105.87,10.2595,2,1313,33
Huyện Chư Prông,Huyện,Chư Prông,107.887,13.7562,2,1314,34
Huyện Mèo Vạc,Huyện,Mèo Vạc,105.41,23.1629,2,1315,35
Huyện Lý Nhân,Huyện,Lý Nhân,106.03,20.5598,2,1316,36
Huyện Can Lộc,Huyện,Can Lộc,105.779,18.4511,2,1317,37
Huyện Cẩm Giàng,Huyện,Cẩm Giàng,106.249,20.9332,2,1318,38
Huyện Châu Thành A,Huyện,Châu Thành A,105.632,9.9257,2,1319,39
Huyện Lạc Sơn,Huyện,Lạc Sơn,105.444,20.4641,2,1320,40
Huyện Kim Động,Huyện,Kim Động,106.059,20.74,2,1321,41
Huyện Diên Khánh,Huyện,Diên Khánh,109.093,12.2554,2,1322,42
Huyện Châu Thành,Huyện,Châu Thành,105.16,9.90363,2,1323,43
Huyện Đắk Hà,Huyện,Đắk Hà,107.924,14.4971,2,1324,44
Huyện Tân Uyên,Huyện,Tân Uyên,103.755,22.1735,2,1325,45
Huyện Di Linh,Huyện,Di Linh,108.074,11.5779,2,1326,46
Huyện Chi Lăng,Huyện,Chi Lăng,106.579,21.6581,2,1327,47
Huyện Bát Xát,Huyện,Bát Xát,103.89,22.5419,2,1328,48
Huyện Cần Đước,Huyện,Cần Đước,106.603,10.5063,2,1329,49
Huyện Nam Trực,Huyện,Nam Trực,106.177,20.3305,2,1330,50
Huyện Anh Sơn,Huyện,Anh Sơn,105.086,18.9306,2,1331,51
Huyện Kim Sơn,Huyện,Kim Sơn,106.084,20.0901,2,1332,52
Huyện Ninh Sơn,Huyện,Ninh Sơn,108.785,11.7761,2,1333,53
Huyện Lâm Thao,Huyện,Lâm Thao,105.286,21.3189,2,1334,54
Thị xã Sông Cầu,Thị xã,Sông Cầu,109.221,13.4542,2,1335,55
Huyện Minh Hóa,Huyện,Minh Hóa,105.969,17.8077,2,1336,56
Huyện Duy Xuyên,Huyện,Duy Xuyên,108.258,15.8279,2,1337,57
Huyện Mộ Đức,Huyện,Mộ Đức,108.887,14.9556,2,1338,58
Thị xã Quảng Yên,Thị xã,Quảng Yên,106.802,20.9389,2,1339,59
